"","age","ed","employ","income","lninc","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","spoused","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","carvalue","commutetime","tenure","longmon","lnlongmon","longten","lnlongten","tollmon","tollten","equipmon","equipten","cardmon","cardten","wiremon","wireten","hourstv","total_spend","ln_Total_spend"
"3823",42,12,2,29,3.37,26.4,4.35,"1.47",3.31,"1.20",-1,1,6,0,0,4,2,0,0,0,-1,"29.00",31,5.6,1.72,"185.30","5.22",0,0,0,0,0,"0.00",0,0,17,262.48,5.57017488865285
"3824",23,18,0,61,4.11,6,1.47,"0.38",2.19,"0.78",18,3,0,0,0,0,0,0,0,0,28.7,"27.00",15,7.2,1.97,"93.10","4.53",18.5,253.9,30.4,458.2,0,"0.00",0,0,24,411.68,6.02024634853343
"3825",56,17,16,129,4.86,0.4,0.04,"-3.16",0.47,"-0.75",-1,1,0,0,0,0,0,0,0,0,83.1,"33.00",60,14.55,2.68,"943.85","6.85",29,1709.95,0,0,9.5,"545.00",44.55,2656.65,14,437.8,6.08176218508876
"3826",70,16,7,72,4.28,6.6,1.66,"0.51",3.09,"1.13",-1,1,7,3,0,0,0,0,0,4,39.3,"19.00",21,5.8,1.76,"117.25","4.76",24,518.3,0,0,15.75,"335.00",0,0,23,455.19,6.12071491420526
"3827",22,17,0,21,3.04,18,0.63,"-0.46",3.15,"1.15",-1,1,4,0,0,0,0,0,0,4,12.9,"23.00",6,3.7,1.31,"30.50","3.42",20.5,106.25,42.7,220.9,31,"145.00",34.2,169.25,16,317.23,5.75962706284211
"3828",23,13,0,26,3.26,20.9,1.8,"0.59",3.64,"1.29",10,2,1,1,0,0,0,0,0,0,9.7,"27.00",2,1.05,0.05,"3.45","1.24",10.25,15.95,0,0,0,"0.00",0,0,13,376.73,5.93152875049698
"3829",37,13,11,76,4.33,11,2.11,"0.75",6.25,"1.83",-1,1,2,2,0,0,0,0,0,0,37.1,"15.00",53,19.7,2.98,"966.60","6.87",26.5,1480.5,0,0,36.5,"1890.00",42.6,2332.7,14,1360.12,7.21532821013171
"3830",29,16,3,46,3.83,3,0.54,"-0.62",0.84,"-0.17",16,4,2,0,2,0,0,0,0,0,28.5,"21.00",20,6.55,1.88,"123.65","4.82",40.25,824.65,42.95,879.65,19.5,"355.00",41.75,761.15,28,550.75,6.31128098568245
"3831",74,8,24,48,3.87,10.5,3.27,"1.18",1.77,"0.57",10,2,2,0,2,0,0,0,0,0,18.8,"27.00",44,12.9,2.56,"576.60","6.36",0,0,0,0,0,"0.00",0,0,19,504.85,6.22426135545033
"3832",35,8,4,35,3.56,6.7,0.76,"-0.27",1.58,"0.46",10,3,3,3,0,0,0,0,0,0,24.3,"27.00",67,17.9,2.88,"1228.50","7.11",0,0,0,0,23.75,"1490.00",0,0,22,185.98,5.22563914105005
"3833",63,15,8,47,3.85,8.1,0.14,"-1.96",3.67,"1.30",-1,1,7,0,0,0,0,0,0,7,21,"31.00",60,13.2,2.58,"795.75","6.68",0,0,27.6,1639.7,34.75,"1990.00",0,0,27,805.07,6.6909292301598
"3834",32,14,4,22,3.09,18.7,0.26,"-1.33",3.85,"1.35",-1,3,0,0,0,0,0,0,0,0,11.5,"32.00",13,3.65,1.29,"60.20","4.10",0,0,0,0,0,"0.00",0,0,12,533.59,6.27962775379612
"3835",28,15,0,28,3.33,7.3,1.2,"0.18",0.85,"-0.16",-1,3,4,0,0,0,0,0,0,4,18.9,"20.00",5,2.45,0.9,"19.10","2.95",13.5,59.25,0,0,6.75,"30.00",0,0,22,307.91,5.72980753248035
"3836",38,15,2,65,4.17,12.3,5.52,"1.71",2.48,"0.91",-1,1,6,0,0,0,0,0,0,6,37.3,"25.00",21,5.45,1.7,"117.90","4.77",0,0,25.4,460.7,0,"0.00",0,0,26,797.43,6.68139405651194
"3837",34,14,6,30,3.4,15.6,0.76,"-0.28",3.92,"1.37",17,5,0,0,0,0,0,0,0,0,-1,"27.00",20,8.8,2.17,"181.70","5.20",0,0,0,0,0,"0.00",0,0,18,289.53,5.66825891858715
"3838",64,19,23,11,2.4,7.2,0.07,"-2.69",0.72,"-0.32",-1,1,2,0,2,0,0,0,0,0,4.9,"25.00",71,24.2,3.19,"1717.80","7.45",0,0,34.15,2414.1,27,"1900.00",33.15,2306.9,23,346.04,5.84655437531217
"3839",69,16,3,11,2.4,10.5,0.07,"-2.60",1.08,"0.08",13,2,0,0,0,0,0,0,0,0,5.5,"19.00",49,12.65,2.54,"574.60","6.35",0,0,0,0,0,"0.00",0,0,25,340.54,5.8305325929925
"3840",33,16,5,42,3.74,11.9,2.31,"0.84",2.68,"0.99",-1,1,1,1,0,0,0,0,0,0,23.3,"25.00",7,2.35,0.85,"14.30","2.66",0,0,0,0,0,"0.00",16.95,106.75,26,2124.98,7.66151766954952
"3841",70,9,14,9,2.2,17.4,1.26,"0.23",0.3,"-1.19",-1,1,6,0,0,0,0,0,0,6,4.1,"26.00",41,11.95,2.48,"520.95","6.26",0,0,0,0,13,"545.00",0,0,0,661.62,6.49469137299864
"3842",23,17,0,26,3.26,7.4,1.3,"0.26",0.62,"-0.48",-1,3,7,0,0,0,0,0,0,7,13,"32.00",13,2.5,0.92,"26.85","3.29",0,0,0,0,0,"0.00",0,0,23,1082.32,6.9868621642951
"3843",23,13,2,24,3.18,13.6,0.52,"-0.66",2.75,"1.01",14,5,7,0,0,0,0,0,0,7,8.6,"30.00",58,12.1,2.49,"654.45","6.48",32.5,1907.45,45.1,2658.65,12.75,"710.00",52.5,3046.05,20,491.59,6.19764503574373
"3844",47,18,5,31,3.43,8.5,1.34,"0.30",1.29,"0.26",16,2,0,0,0,0,0,0,0,0,14.3,"13.00",62,17.95,2.89,"1160.80","7.06",23.25,1451.05,0,0,39.25,"2320.00",34.35,2085.75,16,369.69,5.91266481661814
"3845",58,18,26,77,4.34,15.3,1.46,"0.38",10.32,"2.33",-1,1,0,0,0,0,0,0,0,0,37.5,"23.00",72,21.5,3.07,"1462.25","7.29",45.75,3177.85,86.35,6158.95,21.5,"1495.00",134.45,9851.15,18,437.23,6.08045937242949
"3846",72,11,14,42,3.74,10.9,3.01,"1.10",1.57,"0.45",-1,1,4,4,0,0,0,0,0,0,23.9,"18.00",65,18.95,2.94,"1330.30","7.19",0,0,0,0,10.25,"670.00",0,0,22,512.03,6.23838321707296
"3847",37,14,2,27,3.3,12.5,1.03,"0.03",2.35,"0.85",11,2,4,2,2,0,0,0,0,0,12.5,"40.00",2,4,1.39,"6.55","1.88",0,0,31.05,39.65,0,"0.00",19.4,26.2,18,509.02,6.23248730850943
"3848",72,12,26,191,5.25,9.7,7.74,"2.05",10.78,"2.38",-1,1,2,0,2,0,0,0,0,0,79.2,"24.00",70,26,3.26,"1809.75","7.50",64.5,4584.95,0,0,15.75,"1095.00",0,0,18,613.91,6.41984833759871
"3849",66,10,25,10,2.3,2,0.08,"-2.51",0.12,"-2.13",-1,1,6,0,0,0,0,0,0,6,4.8,"23.00",37,22.2,3.1,"853.90","6.75",0,0,19.3,628.3,0,"0.00",0,0,19,154.26,5.03863949050585
"3850",52,17,5,116,4.75,7,1.59,"0.46",6.53,"1.88",-1,1,9,0,0,0,0,0,0,9,74.9,"21.00",64,6.8,1.92,"416.85","6.03",27.75,1732.65,45.25,2918.45,11.75,"750.00",0,0,15,836.91,6.72971653782633
"3851",31,19,2,15,2.71,5,0.27,"-1.32",0.48,"-0.73",-1,2,3,2,1,0,0,0,0,0,6.2,"26.00",2,3.3,1.19,"5.00","1.61",0,0,24.9,30.7,13.25,"15.00",0,0,21,157.88,5.06183525079465
"3852",42,16,10,97,4.57,4.2,0.59,"-0.53",3.48,"1.25",16,6,10,0,1,0,0,0,0,9,36.5,"30.00",28,14.6,2.68,"450.60","6.11",26.5,806.55,0,0,40.25,"1020.00",32.8,855.65,25,467.2,6.14675743151402
"3853",25,17,0,66,4.19,6.1,1.26,"0.23",2.77,"1.02",16,5,0,0,0,0,0,0,0,0,30,"36.00",18,6.35,1.85,"123.60","4.82",36.5,639.15,0,0,14.75,"240.00",30.45,557.35,26,600.65,6.39801240216738
"3854",48,18,5,46,3.83,6.3,1.48,"0.39",1.42,"0.35",17,5,0,0,0,0,0,0,0,0,22,"20.00",18,6.45,1.86,"120.80","4.79",0,0,0,0,0,"0.00",0,0,29,385.9,5.95557826854357
"3855",44,16,1,70,4.25,4.4,0.67,"-0.41",2.41,"0.88",13,2,2,0,0,1,1,0,0,0,-1,"27.00",1,1.75,0.56,"1.75","0.56",16.75,16.75,37.2,37.2,0,"0.00",32.7,32.7,0,349.21,5.85567346043973
"3856",49,13,3,31,3.43,4.2,0.66,"-0.41",0.64,"-0.45",-1,2,0,0,0,0,0,0,0,0,13.7,"18.00",7,6.55,1.88,"34.65","3.55",13,106.95,0,0,20.5,"140.00",0,0,18,377.26,5.93293460491758
"3857",70,20,5,66,4.19,15.6,4.25,"1.45",6.04,"1.80",16,3,2,0,0,0,0,0,0,2,36,"25.00",54,10.95,2.39,"660.90","6.49",0,0,0,0,0,"0.00",0,0,21,539.72,6.29105048656259
"3858",24,8,1,17,2.83,5.9,0.3,"-1.20",0.7,"-0.36",9,4,1,1,0,0,0,0,0,0,10.5,"16.00",16,4.6,1.53,"78.30","4.36",24.25,364.75,38.5,570.3,5.75,"65.00",0,0,20,609.17,6.41209737489708
"3859",47,19,9,76,4.33,18.8,3.34,"1.21",10.94,"2.39",-1,1,7,2,0,0,0,0,0,5,50,"31.00",28,5.6,1.72,"149.45","5.01",28,776.65,57.6,1566.65,50.25,"1485.00",67.65,1896.65,15,928.29,6.83334418396825
"3860",36,18,1,97,4.57,3.9,2.28,"0.82",1.5,"0.41",-1,1,0,0,0,0,0,0,0,0,52.2,"21.00",30,4.6,1.53,"133.60","4.89",21.75,647.75,42,1245.8,9.75,"275.00",26.35,772.95,24,1264.95,7.14278787468876
"3861",23,16,0,35,3.56,20.3,3.89,"1.36",3.21,"1.17",20,3,0,0,0,0,0,0,0,0,23.2,"35.00",14,6.95,1.94,"100.45","4.61",23.25,304.5,40.65,472.85,22.5,"305.00",27.2,406.15,18,494.37,6.20328422469075
"3862",33,18,2,66,4.19,8.3,3.13,"1.14",2.34,"0.85",-1,1,4,1,3,0,0,0,0,0,28.9,"25.00",38,12.95,2.56,"480.65","6.18",0,0,61.2,2358.2,20.5,"745.00",59.65,2235.45,26,312.83,5.74565991200067
"3863",56,10,27,157,5.06,10.8,8.63,"2.16",8.33,"2.12",13,4,1,0,1,0,0,0,0,0,58.6,"24.00",46,9.6,2.26,"405.20","6.00",22,957.65,0,0,10.25,"395.00",0,0,25,901.56,6.80412659616907
"3864",78,17,7,14,2.64,9.3,0.27,"-1.32",1.04,"0.03",-1,1,0,0,0,0,0,0,0,0,6.3,"26.00",12,3,1.1,"47.10","3.85",0,0,21.15,241.55,0,"0.00",0,0,22,334.12,5.81150020988771
"3865",49,7,4,21,3.04,7.3,0.26,"-1.34",1.27,"0.24",12,3,8,3,0,0,0,0,0,5,10.8,"28.00",35,9.3,2.23,"289.75","5.67",0,0,19.45,672.6,0,"0.00",0,0,13,508.49,6.23144554961186
"3866",52,17,7,38,3.64,7,0.52,"-0.66",2.14,"0.76",-1,1,0,0,0,0,0,0,0,0,26.1,"21.00",67,9.15,2.21,"597.55","6.39",40.5,2617.5,0,0,13.5,"830.00",0,0,21,169.09,5.13043111755034
"3867",61,17,15,10,2.3,18.4,0.09,"-2.37",1.75,"0.56",17,2,2,2,0,0,0,0,0,0,5.6,"38.00",61,20.35,3.01,"1267.30","7.14",0,0,0,0,23.75,"1350.00",0,0,26,111.8,4.716711560721
"3868",21,15,0,24,3.18,16,1.63,"0.49",2.21,"0.79",-1,3,2,2,0,0,0,0,0,0,13.9,"27.00",4,3.55,1.27,"15.05","2.71",16.75,58.75,0,0,30.75,"95.00",0,0,15,365.25,5.90058205063081
"3869",25,12,4,19,2.94,4.8,0.25,"-1.38",0.66,"-0.42",-1,1,6,2,4,0,0,0,0,0,11,"19.00",33,9.6,2.26,"312.50","5.74",19.5,614.75,0,0,13.75,"405.00",0,0,17,161.59,5.08506226298416
"3870",70,13,8,9,2.2,15.1,0.46,"-0.78",0.9,"-0.10",-1,1,2,2,0,0,0,0,0,0,5.8,"26.00",47,18.9,2.94,"931.25","6.84",23.5,1153.6,0,0,20.75,"960.00",0,0,0,286.43,5.65749417820409
"3871",63,15,22,49,3.89,14.1,2.16,"0.77",4.75,"1.56",14,3,0,0,0,0,0,0,0,0,28.2,"23.00",70,32.1,3.47,"2219.65","7.71",34.5,2421.55,0,0,19.5,"1300.00",0,0,14,631.36,6.44787622283425
"3872",33,14,8,31,3.43,7.8,0.63,"-0.46",1.79,"0.58",-1,1,6,0,0,0,0,0,0,6,15.1,"25.00",8,4.2,1.44,"35.30","3.56",0,0,28.45,177.5,36,"245.00",0,0,15,467.35,6.14707844162859
"3873",58,12,5,44,3.78,4.1,0.5,"-0.69",1.3,"0.26",-1,1,5,0,0,0,0,0,0,5,-1,"26.00",39,16,2.77,"652.10","6.48",19.75,738.75,0,0,0,"0.00",0,0,22,493.7,6.20192804526482
"3874",76,11,7,9,2.2,3.1,0.13,"-2.04",0.15,"-1.91",-1,1,0,0,0,0,0,0,0,0,-1,"26.00",39,9.35,2.24,"329.35","5.80",0,0,0,0,0,"0.00",0,0,23,103.33,4.63792775022626
"3875",79,21,13,9,2.2,13.4,0.47,"-0.76",0.74,"-0.30",-1,1,13,0,0,2,0,3,0,8,5.3,"24.00",65,30.75,3.43,"2063.95","7.63",0,0,0,0,14.5,"900.00",0,0,0,197.11,5.28376194853884
"3876",36,15,7,39,3.66,8,0.43,"-0.84",2.69,"0.99",14,2,7,0,0,0,0,0,0,7,11.9,"27.00",24,6.6,1.89,"160.45","5.08",28.75,636.8,0,0,14.25,"350.00",0,0,25,297.71,5.69611985832086
"3877",43,17,8,115,4.74,19.8,8.13,"2.10",14.64,"2.68",13,5,1,1,0,0,0,0,0,0,50.8,"16.00",20,11.45,2.44,"214.15","5.37",19,367.2,0,0,15.25,"305.00",30.75,625.6,16,274.48,5.61487839855019
"3878",33,14,12,36,3.58,5.2,1.71,"0.54",0.16,"-1.84",11,4,1,1,0,0,0,0,0,0,14.8,"23.00",19,4.5,1.5,"80.05","4.38",0,0,0,0,0,"0.00",0,0,19,760.55,6.63404185575775
"3879",44,11,17,62,4.13,5.3,0.46,"-0.78",2.83,"1.04",-1,1,7,0,0,0,0,0,0,7,29.7,"23.00",58,30,3.4,"1655.15","7.41",18.75,975.55,0,0,12,"595.00",0,0,16,781.21,6.66084399973985
"3880",71,11,9,11,2.4,4.7,0.14,"-1.97",0.38,"-0.98",12,2,0,0,0,0,0,0,0,0,7.2,"24.00",71,27.7,3.32,"1928.45","7.56",42.25,2887.35,0,0,19.75,"1385.00",38.8,2730.4,15,306.22,5.72430379787695
"3881",68,11,11,11,2.4,3.6,0.07,"-2.59",0.32,"-1.14",14,2,4,3,0,0,1,0,0,0,-1,"29.00",62,12.15,2.5,"687.10","6.53",0,0,0,0,30,"1940.00",0,0,18,443.64,6.09501342273654
"3882",57,13,17,29,3.37,3.5,0.45,"-0.81",0.57,"-0.56",13,2,4,0,0,0,0,0,0,4,15.4,"26.00",11,5.05,1.62,"57.15","4.05",0,0,0,0,0,"0.00",0,0,21,244.19,5.49794661079718
"3883",41,14,1,17,2.83,15.1,0.48,"-0.73",2.09,"0.74",13,5,0,0,0,0,0,0,0,0,6.5,"33.00",12,3.65,1.29,"38.35","3.65",0,0,0,0,0,"0.00",0,0,23,280.69,5.63725085751059
"3884",66,13,25,18,2.89,16.6,0.24,"-1.44",2.75,"1.01",15,2,2,2,0,0,0,0,0,0,8.5,"35.00",18,5.3,1.67,"70.15","4.25",0,0,0,0,0,"0.00",0,0,21,612.01,6.41674862224811
"3885",31,12,4,27,3.3,6.3,0.73,"-0.32",0.97,"-0.03",15,5,6,1,0,0,0,0,0,5,11.3,"24.00",44,15.1,2.71,"712.85","6.57",34.25,1450.3,0,0,8,"365.00",0,0,22,91.44,4.51568301948656
"3886",61,18,25,274,5.61,5.4,5.43,"1.69",9.37,"2.24",13,2,0,0,0,0,0,0,0,0,87.4,"20.00",61,21.2,3.05,"1271.65","7.15",38.75,2398.75,0,0,12,"745.00",31.75,1818.7,24,1222.82,7.1089149457874
"3887",33,17,7,40,3.69,5,0.52,"-0.65",1.48,"0.39",16,2,3,0,0,0,0,0,0,3,-1,"30.00",51,12.75,2.55,"685.10","6.53",28.75,1472.05,0,0,0,"0.00",0,0,21,612.85,6.41812020778717
"3888",29,19,3,16,2.77,2.6,0.05,"-2.91",0.36,"-1.02",-1,1,3,3,0,0,0,0,0,0,6.1,"22.00",23,5.3,1.67,"130.90","4.87",0,0,34.4,750.35,0,"0.00",28.1,624.15,21,224.2,5.41253851063806
"3889",35,20,3,235,5.46,1.8,0.57,"-0.56",3.66,"1.30",14,4,6,0,0,0,0,0,0,6,83.3,"35.00",18,7.2,1.97,"119.55","4.78",19,386.8,43.35,714.45,8.25,"155.00",32.05,563.25,17,344.2,5.84122288377744
"3890",19,14,0,23,3.14,10.7,1.4,"0.33",1.07,"0.06",9,5,0,0,0,0,0,0,0,0,9.6,"27.00",20,12.7,2.54,"250.90","5.53",0,0,0,0,13,"250.00",0,0,20,169.06,5.13025368150078
"3891",21,16,0,16,2.77,2.5,0.08,"-2.47",0.32,"-1.15",-1,1,4,0,1,0,0,0,0,3,9.3,"27.00",8,6.85,1.92,"51.20","3.94",0,0,19.35,153.5,0,"0.00",0,0,16,244.55,5.49941978698537
"3892",42,15,6,38,3.64,5,0.63,"-0.46",1.27,"0.24",16,5,0,0,0,0,0,0,0,0,17.3,"23.00",45,6.9,1.93,"318.50","5.76",38.5,1734.35,0,0,13.75,"640.00",0,0,18,424.71,6.05140658307452
"3893",64,15,20,90,4.5,7.5,1.45,"0.37",5.3,"1.67",-1,1,4,1,3,0,0,0,0,0,52.9,"17.00",62,38.65,3.65,"2353.30","7.76",22.5,1380.1,33.95,2025.5,9.75,"595.00",41.1,2445.1,18,201.69,5.30673186514905
"3894",58,15,8,75,4.32,8.5,0.57,"-0.56",5.8,"1.76",12,2,0,0,0,0,0,0,0,0,34.3,"30.00",46,13.7,2.62,"574.60","6.35",0,0,0,0,40,"1800.00",0,0,20,885.74,6.78642345381451
"3895",43,22,4,35,3.56,12.6,1.36,"0.31",3.05,"1.12",-1,1,4,4,0,0,0,0,0,0,18.2,"27.00",37,9.45,2.25,"347.60","5.85",0,0,44.3,1598.4,6.25,"220.00",0,0,18,156.53,5.05324768490013
"3896",50,9,4,25,3.22,2.4,0.19,"-1.67",0.41,"-0.89",13,2,1,1,0,0,0,0,0,0,16.5,"26.00",16,4.95,1.6,"70.45","4.25",22.25,404.15,0,0,0,"0.00",0,0,13,62.96,4.14249960410915
"3897",74,19,37,27,3.3,2.6,0.63,"-0.47",0.08,"-2.59",-1,1,1,1,0,0,0,0,0,0,9.8,"34.00",72,62.5,4.14,"4390.15","8.39",37.25,2633.3,0,0,21.5,"1460.00",0,0,22,187.88,5.23580346115879
"3898",28,10,1,25,3.22,9,0.09,"-2.43",2.16,"0.77",13,3,8,1,0,0,0,0,0,7,11.5,"25.00",69,39.2,3.67,"2683.15","7.89",0,0,28.15,1906.35,20,"1360.00",0,0,26,446.3,6.10099137163522
"3899",65,8,32,125,4.83,6.1,2.41,"0.88",5.22,"1.65",-1,1,0,0,0,0,0,0,0,0,46.2,"29.00",71,38.75,3.66,"2761.55","7.92",0,0,0,0,18.25,"1280.00",0,0,29,375.09,5.92716599717502
"3900",65,18,3,36,3.58,19.8,3.77,"1.33",3.36,"1.21",20,2,6,2,0,0,0,0,0,4,18.9,"27.00",34,7.55,2.02,"272.65","5.61",0,0,0,0,5.25,"175.00",0,0,18,169.1,5.13049025590453
"3901",58,10,22,76,4.33,5.9,0.78,"-0.24",3.7,"1.31",12,2,5,0,0,0,0,0,0,5,-1,"16.00",40,7.8,2.05,"390.75","5.97",26.75,1043.15,0,0,13.5,"525.00",0,0,20,868.5,6.76676758568116
"3902",29,15,5,45,3.81,4.9,0.41,"-0.89",1.79,"0.58",-1,1,1,1,0,0,0,0,0,0,21.2,"28.00",42,12.85,2.55,"557.45","6.32",38.25,1606.2,0,0,32.25,"1370.00",0,0,16,278.23,5.62844810976459
"3903",40,18,9,84,4.43,2.9,0.54,"-0.62",1.9,"0.64",-1,1,0,0,0,0,0,0,0,0,33.6,"22.00",42,8.5,2.14,"349.20","5.86",26.5,1078.75,34.85,1339.7,10.5,"440.00",0,0,20,731.92,6.59567121837128
"3904",28,11,5,25,3.22,12.8,0.27,"-1.30",2.93,"1.07",16,5,2,0,0,2,0,0,0,0,15.1,"25.00",5,1.95,0.67,"6.85","1.92",29.5,162.75,0,0,14.5,"50.00",38.6,143.2,28,900.85,6.80333876206171
"3905",38,14,5,31,3.43,7.7,0.66,"-0.41",1.72,"0.54",11,5,1,1,0,0,0,0,0,0,17.3,"25.00",23,7.05,1.95,"142.30","4.96",0,0,0,0,0,"0.00",0,0,17,573.38,6.3515486731758
"3906",37,19,4,84,4.43,17.4,2.43,"0.89",12.19,"2.50",-1,4,0,0,0,0,0,0,0,0,39.9,"24.00",25,6.3,1.84,"175.30","5.17",25,674.35,42.4,983.45,6.25,"135.00",43.95,1061,25,329.36,5.79715137746165
"3907",42,19,3,59,4.08,22.4,4.31,"1.46",8.91,"2.19",-1,2,0,0,0,0,0,0,0,0,41,"26.00",43,10.8,2.38,"486.55","6.19",0,0,31.7,1179.85,15,"625.00",0,0,17,1256.21,7.13585453050444
"3908",31,17,6,152,5.02,21.5,10.56,"2.36",22.12,"3.10",-1,1,7,0,3,0,0,0,0,4,63.2,"25.00",68,19.25,2.96,"1329.20","7.19",19.5,1308.35,70.5,4772.5,24,"1585.00",93.55,6234.75,19,1183.28,7.07604552236311
"3909",43,18,15,142,4.96,4,1.14,"0.13",4.54,"1.51",-1,1,3,2,1,0,0,0,0,0,60.3,"28.00",65,7.7,2.04,"509.75","6.23",33.5,2174.4,65,4239.7,11.5,"745.00",57.7,3794.7,25,287.28,5.66045734991783
"3910",48,11,18,80,4.38,6.4,0.48,"-0.74",4.64,"1.54",12,2,0,0,0,0,0,0,0,0,44.4,"26.00",67,9.75,2.28,"682.40","6.53",31.75,2136.9,0,0,23.75,"1575.00",0,0,18,197.37,5.28508013976602
"3911",38,17,1,26,3.26,6.1,0.26,"-1.33",1.32,"0.28",-1,1,0,0,0,0,0,0,0,0,15.6,"32.00",17,4.9,1.59,"69.75","4.24",0,0,0,0,0,"0.00",0,0,17,313.99,5.74936113826737
"3912",51,15,21,151,5.02,5.4,4.04,"1.40",4.12,"1.42",-1,3,0,0,0,0,0,0,0,0,71.7,"17.00",32,5.95,1.78,"154.65","5.04",57.75,1849.6,0,0,16.75,"465.00",40.65,1377.2,16,1596.61,7.37563791050162
"3913",36,19,7,47,3.85,15.5,3.69,"1.30",3.6,"1.28",18,6,1,1,0,0,0,0,0,0,20.3,"24.00",6,4.6,1.53,"34.85","3.55",11.25,74.65,40.55,184.05,0,"0.00",37.95,191.45,20,1686.79,7.43058259346972
"3914",26,20,0,31,3.43,8.3,1,"0.00",1.57,"0.45",-1,1,5,0,0,0,0,0,0,5,13.5,"22.00",25,6.55,1.88,"163.40","5.10",25.75,698.2,57.2,1304.55,26,"645.00",82,1891.05,22,339.9,5.82865145670207
"3915",71,12,4,31,3.43,4.9,0.63,"-0.46",0.89,"-0.12",-1,1,0,0,0,0,0,0,0,0,13.5,"19.00",34,13.65,2.61,"463.60","6.14",24,798.9,0,0,13.5,"435.00",23.3,787.95,20,305.9,5.72325825115686
"3916",54,14,7,75,4.32,12.2,0.66,"-0.42",8.49,"2.14",-1,1,5,0,0,0,0,0,0,5,29.4,"32.00",47,31.45,3.45,"1529.70","7.33",30,1370.65,0,0,8.5,"370.00",0,0,10,905.46,6.80844310185851
"3917",23,14,0,23,3.14,6.2,0.62,"-0.48",0.8,"-0.22",12,5,7,0,0,0,0,0,0,7,9.7,"23.00",21,8.5,2.14,"156.85","5.06",0,0,37.05,713.75,0,"0.00",26.25,493.95,21,497.2,6.20899235963656
"3918",59,14,27,56,4.03,3.2,0.39,"-0.95",1.41,"0.34",14,4,0,0,0,0,0,0,0,0,29.5,"30.00",67,23.25,3.15,"1538.20","7.34",29,1942.6,0,0,39.25,"2675.00",0,0,20,485.57,6.1853234585947
"3919",44,16,15,74,4.3,10.2,4.16,"1.43",3.39,"1.22",-1,1,3,0,0,0,0,0,0,3,37.9,"15.00",16,5.05,1.62,"89.30","4.49",30.75,501.9,41.65,618.35,21.75,"340.00",31.3,503.1,20,552.29,6.31407327064147
"3920",79,17,15,18,2.89,6.9,0.41,"-0.89",0.83,"-0.18",-1,1,0,0,0,0,0,0,0,0,13.5,"18.00",48,5.95,1.78,"279.30","5.63",0,0,0,0,13.25,"650.00",0,0,20,565.49,6.33769261193386
"3921",43,16,13,203,5.31,11.8,2.56,"0.94",21.39,"3.06",14,3,0,0,0,0,0,0,0,0,90.7,"23.00",23,8.7,2.16,"170.50","5.14",0,0,32.3,720.65,0,"0.00",0,0,21,1410.75,7.25187675684925
"3922",59,18,3,18,2.89,5.8,0.38,"-0.97",0.67,"-0.41",-1,2,1,1,0,0,0,0,0,0,5.9,"41.00",52,11.9,2.48,"619.70","6.43",23,1202.5,45.75,2447.1,18.25,"885.00",30.85,1661.35,25,72.4,4.28220629939167
"3923",79,19,37,159,5.07,6.1,4.04,"1.40",5.65,"1.73",-1,1,7,0,0,0,0,0,0,7,78.6,"28.00",71,24.15,3.18,"1595.55","7.37",22.5,1539.85,43.9,3209.4,32.25,"2290.00",0,0,18,379.96,5.94006598402198
"3924",44,12,2,41,3.71,16,2.22,"0.80",4.34,"1.47",-1,1,3,0,3,0,0,0,0,0,15.8,"32.00",11,8.05,2.09,"97.60","4.58",0,0,0,0,0,"0.00",0,0,20,290.46,5.67146587317966
"3925",35,11,2,40,3.69,6.6,0.11,"-2.20",2.53,"0.93",7,3,6,0,0,0,0,0,0,6,-1,"22.00",63,22.95,3.13,"1450.55","7.28",0,0,0,0,14.25,"895.00",0,0,21,560.87,6.32948914961411
"3926",64,9,6,52,3.95,0.5,0.01,"-4.70",0.25,"-1.38",14,2,0,0,0,0,0,0,0,0,-1,"28.00",56,11.95,2.48,"621.70","6.43",45.5,2367.2,0,0,42.25,"2300.00",0,0,24,616.23,6.42362027046919
"3927",21,10,5,32,3.47,11.2,1.78,"0.58",1.81,"0.59",-1,4,0,0,0,0,0,0,0,0,13.2,"32.00",24,10.95,2.39,"260.55","5.56",0,0,0,0,0,"0.00",0,0,15,986,6.89365635460264
"3928",49,12,15,51,3.93,19.3,3.78,"1.33",6.06,"1.80",11,2,7,4,3,0,0,0,0,0,22.2,"19.00",27,7,1.95,"165.00","5.11",0,0,33,834,8.5,"235.00",0,0,18,1724.52,7.45270402987416
"3929",70,14,38,128,4.85,7.2,1.3,"0.26",7.92,"2.07",13,2,2,1,1,0,0,0,0,0,78.3,"18.00",68,20.35,3.01,"1432.80","7.27",28.75,2031.7,0,0,7.25,"445.00",0,0,13,700.15,6.55129459780179
"3930",53,16,9,53,3.97,9.5,0.36,"-1.03",4.68,"1.54",15,3,0,0,0,0,0,0,0,0,33.7,"26.00",30,8.5,2.14,"260.30","5.56",34.5,1079.4,63.25,1813.15,49.25,"1425.00",100.3,2892.45,11,548.17,6.30658545781816
"3931",29,11,8,52,3.95,7.7,1.78,"0.58",2.23,"0.80",11,3,0,0,0,0,0,0,0,0,31.2,"30.00",41,16.3,2.79,"667.05","6.50",39.75,1611.3,0,0,0,"0.00",35.05,1316.5,30,319.39,5.76641292658696
